Israeli Cyber Ecosystem — Deal Database | Lama Partners | Jun 2026 | 331 companies | 485 deal rows | Sources: PitchBook + Startup Nation Finder + Web Scraping,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY INFO — repeats on every deal row,,,,,,,,,,,,,,,,,,DEAL INFO — changes per row,,,,,META,
Company Name,Website,PitchBook URL,Founding Year,Employees,Description (1 line),HQ City / Region,HQ Country,Sector Tag,Founders,Military Unit,Last Role Before Founding,Founder LinkedIn (to fill),Angels Involved,Customers (public),Total Raised ($M),Post-Money Valuation ($M),Acquired?,Acquirer,Exit Size ($M),Round Type,Round Date,Round Size ($M),Lead Investor,Co-Investors,Round Valuation ($M),Source,Notes
Next-Dim,www.next-dim.com,https://my.pitchbook.com/profile/458475-22/company/profile,2019,15,Network analytics and anomaly detection platform for enterprise network visibility,Israel,Israel,Network Security,Netta Marrom,Unknown,,,,,0.92,,No,,,Accelerator,Dec 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Other Financial Services | Network Management Software | Financial Software
Nokod Security,nokod.io,,2023,11-50,Application Security for Low-code/No-code,Tel Aviv,Israel,Application Security,,Unknown,,,,,8.0,,No,,,Seed,,8.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Noma Security,noma.security,,2023,11-50,Enterprise AI Security and Governance Platform,Tel Aviv,Israel,AI Security,"Niv Braun, Alon Tron",8200,Niv Braun: VP Security Products at Verint (post-8200),,,"Fortune 500 financial services, life sciences, retail, high-tech. 1,300% ARR growth.",132,,No,,,Series B,,132.0,,,,Startup Nation Finder,Founded 2023. $100M Series B Evolution Equity Partners Jul 2025. Ballistic + Glilot backers.
Noname Security,nonamesecurity.com,,2020,,"API security platform — discovery, posture management, and runtime protection for all APIs",Palo Alto / Tel Aviv,Israel,Application Security,"Oz Golan, Shay Levi",8200,Palo Alto Networks,,,"Major banks, healthcare, retail",135,,Yes,Akamai,450,,,,,,,PitchBook,Acquired by Akamai $450M in 2024.
Normalyze,normalyze.ai,,2021,,Data security posture management (DSPM) — discovers and classifies sensitive data across cloud,Santa Clara / Tel Aviv,Israel,Data Security,"Amer Deeba, Ravi Ithal, Ratan Tipirneni",Unknown,"Google, Palo Alto Networks",,,Enterprise cloud,22,,Yes,Palo Alto Networks,Undisclosed,,,,,,,PitchBook,Acquired by Palo Alto Networks 2024.
Novee Security,noveesecurity.com,,2025,11-50,AI Penetration Testing Platform,Tel Aviv,Israel,Security Operations,"Lior Div, Yonatan Striem-Amit",8200,Co-founders of Cybereason (sold to LevelBlue 2025),,,Enterprise — AI penetration testing,41.5,,No,,,Series A,,41.5,,,,Startup Nation Finder,AI penetration testing platform. $41.5M raised. Series A. Founded by Cybereason founders after exit.
OFFROAD,offroadidentity.com,,2025,11-50,Agentic Identity Security for IAM Risk Remediation,Tel Aviv,Israel,Identity & Access,,Unknown,,,,,7.0,,No,,,Seed,,7.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
OTOPIQ Security,www.otopiqsecurity.com,https://my.pitchbook.com/profile/181616-95/company/profile,2017,8,OT and industrial cybersecurity platform for manufacturing and critical infrastructure,"Azrieli Sarona Tower 121 Menachem Begin Street., 57th floor",Israel,OT / ICS / IoT,Tamar Milstein,Unknown,,,,,18.70,,No,,,Accelerator,Jan 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Other Commercial Products. Other Software | Other Information Technology | Automation/Workflow Software
OTOPIQ Security,www.otopiqsecurity.com,https://my.pitchbook.com/profile/181616-95/company/profile,2017,8,OT and industrial cybersecurity platform for manufacturing and critical infrastructure,"Azrieli Sarona Tower 121 Menachem Begin Street., 57th floor",Israel,OT / ICS / IoT,Tamar Milstein,Unknown,,,,,18.70,,No,,,Later Stage VC,Feb 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Other Commercial Products. Other Software | Other Information Technology | Automation/Workflow Software
OTOPIQ Security,www.otopiqsecurity.com,https://my.pitchbook.com/profile/181616-95/company/profile,2017,8,OT and industrial cybersecurity platform for manufacturing and critical infrastructure,"Azrieli Sarona Tower 121 Menachem Begin Street., 57th floor",Israel,OT / ICS / IoT,Tamar Milstein,Unknown,,,,,18.70,,No,,,Later Stage VC,Jan 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Other Commercial Products. Other Software | Other Information Technology | Automation/Workflow Software
OTOPIQ Security,www.otopiqsecurity.com,https://my.pitchbook.com/profile/181616-95/company/profile,2017,8,OT and industrial cybersecurity platform for manufacturing and critical infrastructure,"Azrieli Sarona Tower 121 Menachem Begin Street., 57th floor",Israel,OT / ICS / IoT,Tamar Milstein,Unknown,,,,,18.70,,No,,,Later Stage VC,Jan 2026,1.00,,,,PitchBook (cyber_deals export),Primary Industry: Other Commercial Products. Other Software | Other Information Technology | Automation/Workflow Software
Oasis Security,oasis.security,,2022,51-200,Agentic Access Management Platform,Tel Aviv,Israel,Identity & Access,"Danny Brickman, Amit Zimerman",Unit 81 (IDF — Head of Cyber R&D),"Danny Brickman: Head Cyber R&D Dept IDF Unit 81, then Product Strategy at Buildots",,,Enterprise hybrid cloud — NHI:human ratio 20:1 to 100:1,195,,No,,,Series B,,195.0,,,,Startup Nation Finder,Founded 2022 by two Unit 81 veterans. $120M Series B Mar 2026. Agentic Access Management for AI agents.
Ocean Security,oceansecurity.ai,,2024,11-50,Agentic Email Security,Tel Aviv,Israel,Security Operations,,Unknown,,,,,28.0,,No,,,Series A,,28.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Oligo Security,www.oligo.security,https://my.pitchbook.com/profile/510067-90/company/profile,2022,120,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Nadav Czerninski,Unknown,,,,,86.00,,No,,,Early Stage VC,Feb 2023,28.00,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Oligo Security,www.oligo.security,https://my.pitchbook.com/profile/510067-90/company/profile,2022,120,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Nadav Czerninski,Unknown,,,,,86.00,,No,,,Accelerator,May 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Oligo Security,www.oligo.security,https://my.pitchbook.com/profile/510067-90/company/profile,2022,120,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Nadav Czerninski,Unknown,,,,,86.00,,No,,,Early Stage VC,Jan 2025,50.00,Greenfield Partners,"Ballistic Ventures, Lightspeed Venture Partners, Red Dot Capital Partners, Strait Capital, TLV Partners",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
OneLayer,onelayer.io,,2021,51-200,Zero Trust Security for Private 5G/LTE,Tel Aviv,Israel,Security Operations,"David Habusha, Inbar Shafir",8200,IDF Unit 8200 network and OT security veterans,,,"Enterprises deploying private 5G/LTE networks — manufacturing, oil & gas, hospitals",42.7,,No,,,Series A,,42.7,,,,Startup Nation Finder,Zero trust for private 5G/LTE. $42.7M raised. Series A JVP + Merlin Ventures.
Onit Security,onit.security,,2025,11-50,Agentic Exposure Management,Tel Aviv,Israel,Security Operations,,Unknown,,,,,11.0,,No,,,Seed,,11.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Onyx Security,www.onyx.security,https://my.pitchbook.com/profile/1161440-92/company/profile,2024,70,Enterprise AI security platform — securing AI infrastructure and model deployments at scale,Israel,Israel,AI Security,Maxim Kogan,Unknown,,,,,40.00,,No,,,Seed,Mar 2026,40.00,Conviction Partners,"CyberStarts, Flex Capital, G Squared, QuantumLight Capital, Sunflower Capital",,PitchBook (cyber_deals export),Primary Industry: Network Management Software. IT Consulting and Outsourcing
Onyx Security,www.onyx.security,https://my.pitchbook.com/profile/1161440-92/company/profile,2024,70,Enterprise AI security platform — securing AI infrastructure and model deployments at scale,Israel,Israel,AI Security,Maxim Kogan,Unknown,,,,,40.00,,No,,,Series A,,40.0,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. IT Consulting and Outsourcing
Opti,www.opti.ai,https://my.pitchbook.com/profile/550877-68/company/profile,,36,Security operations optimization and automation platform for enterprise SOC teams,Israel,Israel,Security Operations,Barak Perelman,Unknown,,,,,20.00,,No,,,Seed,Jan 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Opti,www.opti.ai,https://my.pitchbook.com/profile/550877-68/company/profile,,36,Security operations optimization and automation platform for enterprise SOC teams,Israel,Israel,Security Operations,Barak Perelman,Unknown,,,,,20.00,,No,,,Seed,Nov 2025,20.00,"Hetz Ventures, YL Ventures","Maple Capital, Mayfield Fund, Phoenix Court, Shlomo Kramer, Squared Circle Ventures",,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Opti,www.opti.ai,https://my.pitchbook.com/profile/550877-68/company/profile,,36,Security operations optimization and automation platform for enterprise SOC teams,Israel,Israel,Security Operations,Barak Perelman,Unknown,,,,,20.00,,No,,,Accelerator,Jan 2026,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Orca Security,orca.security,,2019,201-500,Cloud Visibility Platform,Tel Aviv,Israel,Cloud Security,"Avi Shua, Gil Geron",8200,"Check Point Software (both founders — 20yr tenure, Chief Technologist + Dir Cloud Products)",,,"Robinhood, Databricks, Unity, Live Oak Bank, Lemonade, BeyondTrust",632,1800,No,,,Series C,,631.5,,,,Startup Nation Finder,"YL Ventures seed. $1.8B valuation Series C extension. Avi Shua → Chief Innovation Officer Mar 2023, Gil Geron → CEO."
Orchid Security,orchidsecurity.com,,2023,51-200,Identity-first Security Orchestration Platform,Tel Aviv,Israel,Identity & Access,,Unknown,,,,,36.0,,No,,,Seed,,36.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Othentic,www.othentic.xyz,https://my.pitchbook.com/profile/596341-36/company/profile,2023,,Decentralized attestation and cryptographic trust verification for Web3,Israel,Israel,GRC & Compliance,Yarden Shechter,Unknown,,,,,4.25,8.00,No,,,Seed,Apr 2024,4.00,Finality Capital Partners,"Alan Curtis, Anthony Sassano, Arik Galansky, Bankless Ventures, Breyer Capital, Coinbase Ventures, Collider Ventures, David Tse",,PitchBook (cyber_deals export),Primary Industry: Software Development Applications. Network Management Software | Business/Productivity Software
Othentic,www.othentic.xyz,https://my.pitchbook.com/profile/596341-36/company/profile,2023,,Decentralized attestation and cryptographic trust verification for Web3,Israel,Israel,GRC & Compliance,Yarden Shechter,Unknown,,,,,4.25,8.00,No,,,Accelerator,Sep 2024,0.25,,,8.00,PitchBook (cyber_deals export),Primary Industry: Software Development Applications. Network Management Software | Business/Productivity Software
Ox Security,www.ox.security,https://my.pitchbook.com/profile/509596-39/company/profile,2021,185,Israeli cybersecurity company — Network Management Software,Tel Aviv,Israel,Security Operations,Neatsun Ziv,Unknown,,,,,102.20,75.02,No,,,Accelerator,Jan 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Ox Security,www.ox.security,https://my.pitchbook.com/profile/509596-39/company/profile,2021,185,Israeli cybersecurity company — Network Management Software,Tel Aviv,Israel,Security Operations,Neatsun Ziv,Unknown,,,,,102.20,75.02,No,,,Accelerator,Mar 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Ox Security,www.ox.security,https://my.pitchbook.com/profile/509596-39/company/profile,2021,185,Israeli cybersecurity company — Network Management Software,Tel Aviv,Israel,Security Operations,Neatsun Ziv,Unknown,,,,,102.20,75.02,No,,,Accelerator,May 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Ox Security,www.ox.security,https://my.pitchbook.com/profile/509596-39/company/profile,2021,185,Israeli cybersecurity company — Network Management Software,Tel Aviv,Israel,Security Operations,Neatsun Ziv,Unknown,,,,,102.20,75.02,No,,,Seed,Aug 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Ox Security,www.ox.security,https://my.pitchbook.com/profile/509596-39/company/profile,2021,185,Israeli cybersecurity company — Network Management Software,Tel Aviv,Israel,Security Operations,Neatsun Ziv,Unknown,,,,,102.20,75.02,No,,,Early Stage VC,May 2025,60.00,DTCP,"Evolution Equity Partners, IBM Ventures, Microsoft, Swisscom Ventures, Team8",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Pandorian,www.pandorian.ai,https://my.pitchbook.com/profile/1161799-93/company/profile,2025,5,AI-powered security operations and autonomous threat intelligence platform,Israel,Israel,AI Security,Daniel Avital,Unknown,,,,,,,No,,,Early Stage VC,Nov 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Software Development Applications. Automation/Workflow Software | Network Management Software
Panorays,panorays.com,,2016,51-200,Automated Third-party Security Management,Tel Aviv,Israel,Security Operations,"Demi Ben-Ari, Ofer Smadari",Unknown,Ofer Smadari: now CEO of Torq (acquired from Panorays co-founder role),,,"Fortune 500, insurance companies, financial services",99.7,,No,,,Series C,,99.7,,,,Startup Nation Finder,Third-party security risk management. $99.7M raised. Series C. Ofer Smadari left to co-found Torq.
Pentera,pentera.io,,2015,,Automated security validation — continuous automated pentesting platform at enterprise scale,Tel Aviv,Israel,Security Operations,"Amitai Ratzon, Arik Liberzon, Ran Tamir",8200,Israeli military intelligence,,,"Fortune 500, global banks, large enterprise",249.5,1000,No,,,,,,,,,PitchBook,$150M Series C. $1B valuation. Automated continuous pentesting.
Permit.io,permit.io,,2021,11-50,End-to-end Authorization Platform,Tel Aviv,Israel,Security Operations,,Unknown,,,,,14.0,,No,,,Series A,,14.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Piiano,piiano.com,,2021,11-50,Data Privacy Engineering for the Cloud,Tel Aviv,Israel,Cloud Security,,Unknown,,,,,9.0,,No,,,Seed,,9.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Pillar Security,pillar.security,,2023,,AI application security — runtime protection for LLM applications and AI pipelines in production,Tel Aviv,Israel,AI Security,Unknown,Unknown,AI/ML security,,,Enterprise AI teams,,,No,,,Accelerator,Feb 2025,,,,,PitchBook (cyber_deals export),AWS & CrowdStrike accelerator.
Pillar Security,pillar.security,,2023,,AI application security — runtime protection for LLM applications and AI pipelines in production,Tel Aviv,Israel,AI Security,Unknown,Unknown,AI/ML security,,,Enterprise AI teams,,,No,,,Seed,Apr 2025,9.00,Shield Capital,"Golden Ventures, Ground Up Ventures",28.50,PitchBook (cyber_deals export),AWS & CrowdStrike accelerator.
PlainID,plainid.com,,2014,51-200,Comprehensive Authorization Management,Tel Aviv,Israel,Security Operations,"Gal Helemski, Oren Ohayon Harel",8200,IDF Unit 8200 identity and access management veterans,,,"Government, banks, financial services, healthcare",100,,No,,,Series C,,100.0,,,,Startup Nation Finder,Authorization management. $100M raised. Series C Warburg Pincus.
Plasma Security,www.plasmasec.com,https://my.pitchbook.com/profile/592735-96/company/profile,2023,2,Cloud workload security and runtime protection for containerized environments,Israel,Israel,Cloud Security,,Unknown,,,,,,,No,,,Early Stage VC,Feb 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Pluto Security,www.pluto.security,https://my.pitchbook.com/profile/1165210-84/company/profile,2025,,Cloud-native application security and DevSecOps automation platform,Israel,Israel,Application Security,Shahar Bahat,Unknown,,,,,8.00,25.00,No,,,Accelerator,Nov 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Pluto Security,www.pluto.security,https://my.pitchbook.com/profile/1165210-84/company/profile,2025,,Cloud-native application security and DevSecOps automation platform,Israel,Israel,Application Security,Shahar Bahat,Unknown,,,,,8.00,25.00,No,,,Early Stage VC,Jan 2026,8.00,,,25.00,PitchBook (cyber_deals export),Primary Industry: Network Management Software
